# SHOT START
# legend_version=4
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
# tach_period_us = measured time between valid tach pulses in microseconds
# tach_rpm_inst = instantaneous RPM derived from tach_period_us and pulses-per-revolution
# tach_rpm_ema = exponentially filtered published RPM intended for easier visual analysis
# tach_rpm_count_window = RPM derived from ISR-accepted pulse counts over a fixed time window
# tach_rpm_count_window_pcnt_raw = RPM derived from raw PCNT hardware counts over the same window (diagnostic only)
# tach_pcnt_ratio = raw PCNT pulse count divided by ISR-accepted pulse count in the current window
# tach_rpm_pub = RPM value selected for operational use after comparing period and count-window estimates
# tach_quality_ok = 1 when period and count-window RPM agree within tolerance
# tach_rpm_source = 0=none, 1=period branch, 2=count-window fallback
# tach_pulse_count = total number of valid tach pulses seen since the last reset
# tach_glitch_rejects = number of tach edges rejected as implausibly fast glitches or plausibility failures
# tach_pcnt_healthy = 1 when raw PCNT windows have matched ISR-accepted windows for multiple consecutive updates
# tach_capture_enabled_cfg = 1 when MCPWM capture is enabled by configuration
# tach_capture_init_ok = 1 when MCPWM capture initialized successfully
# tach_capture_active = 1 after MCPWM capture has observed events in this run
# tach_capture_event_count = number of capture ISR events seen since last reset
# tach_capture_last_period_us = most recent MCPWM capture period converted to microseconds
# tach_capture_last_edge = last capture edge enum reported by MCPWM
# tach_timeout = 1 when no recent tach pulse is available and RPM is forced to zero
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_count_window_pcnt_raw,tach_pcnt_ratio,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_pcnt_healthy,tach_capture_enabled_cfg,tach_capture_init_ok,tach_capture_active,tach_capture_event_count,tach_capture_last_period_us,tach_capture_last_edge,tach_timeout
110895,8.979,8.979,9.000,9.000,9.000,9.000,0.000,64.73,0.6473,4.119,4.089,64.73,64.73,0.00,0,0,-3.22419,64.73,64.73,0.00,0,0,64.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.80,64.68,0.12,8.980,8.982,4.097,4.089,-0.000,-0.000,0.003,64.73,65,0.1811,7513,3993.08,3276.81,3439.36,4846.38,1.409,3439.36,0,2,1321,33703,0,1,1,1,34991,3548,1,0,1082311953
110995,8.983,8.977,9.000,9.000,9.000,9.000,0.000,64.79,0.6479,4.121,4.091,64.79,64.79,0.00,0,0,-3.22579,64.79,64.79,0.00,0,0,64.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.91,64.78,0.14,8.977,8.979,4.106,4.109,0.007,-0.000,0.004,64.79,65,-0.1678,7255,4135.08,3335.33,3439.36,4846.38,1.409,3439.36,0,2,1332,33833,0,1,1,1,35132,2624,1,0,1082317863
111095,8.968,8.972,9.000,9.000,9.000,9.000,0.000,64.89,0.6489,4.123,4.092,64.89,64.89,0.00,0,0,-3.22736,64.89,64.89,0.00,0,0,64.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.06,64.89,0.17,8.972,8.973,4.114,4.163,-0.005,-0.000,0.006,64.89,65,-0.4647,8440,3554.50,3395.81,3439.36,4846.38,1.409,3554.50,1,1,1342,34030,0,1,1,1,35339,5019,1,0,1082320826
111195,8.985,8.984,9.000,9.000,9.000,9.000,0.000,64.77,0.6477,4.122,4.094,64.77,64.77,0.00,0,0,-3.22895,64.77,64.77,0.00,0,0,64.77,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.83,64.73,0.10,8.984,8.986,4.101,4.068,0.001,-0.000,0.002,64.77,65,-0.1264,6623,4529.67,3195.14,2984.60,4476.91,1.500,2984.60,0,2,1353,34196,0,1,1,1,35515,3499,1,0,1082323818
111303,8.983,8.976,9.000,9.000,9.000,9.000,0.000,64.89,0.6489,4.125,4.096,64.89,64.89,0.00,0,0,-3.23059,64.89,64.89,0.00,0,0,64.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.04,64.90,0.14,8.977,8.978,4.115,4.134,0.007,-0.000,0.004,64.89,65,-0.2668,9375,3200.00,3119.35,2984.60,4476.91,1.500,2984.60,0,2,1363,34338,0,1,1,1,35667,1470,1,0,1082328086
111439,8.995,8.984,9.000,9.000,9.000,9.000,0.000,64.85,0.6485,4.127,4.098,64.85,64.85,0.00,0,0,-3.23277,64.85,64.85,0.00,0,0,64.85,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.01,64.91,0.10,8.984,8.986,4.120,4.061,0.012,0.000,0.002,64.85,65,-0.4708,6753,4442.47,3053.59,2984.60,4476.91,1.500,2984.60,0,2,1379,34557,0,1,1,1,35902,3919,1,0,1082330988
111546,8.997,8.986,9.000,9.000,9.000,9.000,0.000,64.85,0.6485,4.128,4.099,64.85,64.85,0.00,0,0,-3.23398,64.85,64.85,0.00,0,0,64.85,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.96,64.88,0.08,8.986,8.988,4.116,4.049,0.012,0.000,0.001,64.85,64,0.3600,6493,4620.36,3124.80,3464.79,4645.97,1.341,3464.79,0,2,1391,34680,0,1,1,1,36037,6854,1,0,1082335507
111682,8.994,8.992,9.000,9.000,9.000,9.000,0.000,64.80,0.6480,4.124,4.102,64.80,64.80,0.00,0,0,-3.23546,64.80,64.80,0.00,0,0,64.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.69,64.65,0.04,8.993,8.995,4.087,4.051,0.002,0.000,0.000,64.80,64,0.4391,8315,3607.94,3437.90,3464.79,4645.97,1.341,3607.94,1,1,1406,34882,0,1,1,1,36253,3856,1,0,1082338452
111788,8.977,8.980,9.000,9.000,9.000,9.000,0.000,64.97,0.6497,4.125,4.103,64.97,64.97,0.00,0,0,-3.23657,64.97,64.97,0.00,0,0,64.97,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.97,64.85,0.12,8.980,8.981,4.101,4.172,-0.004,-0.000,0.003,64.97,65,0.3316,8117,3695.95,3447.58,3464.79,4645.97,1.341,3464.79,0,2,1416,35027,0,1,1,1,36408,4881,1,0,1082344436
111890,8.964,8.975,9.000,9.000,9.000,9.000,0.000,65.05,0.6505,4.127,4.104,65.05,65.05,0.00,0,0,-3.23771,65.05,65.05,0.00,0,0,65.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.13,64.98,0.15,8.975,8.975,4.114,4.213,-0.012,-0.001,0.005,65.05,65,0.2766,10932,2744.24,3371.00,3050.92,4152.64,1.361,3050.92,0,2,1427,35154,0,1,1,1,36546,3776,1,0,1082346594
111990,8.997,8.989,9.000,9.000,9.000,9.000,0.000,64.91,0.6491,4.127,4.105,64.91,64.91,0.00,0,0,-3.23864,64.91,64.91,0.00,0,0,64.91,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.96,64.90,0.07,8.989,8.990,4.114,4.076,0.009,-0.000,0.001,64.91,65,0.1860,7283,4119.18,3255.77,3050.92,4152.64,1.361,3050.92,0,2,1438,35274,0,1,1,1,36676,2860,1,0,1082348805
112095,9.003,8.996,9.000,9.000,9.000,9.000,0.000,64.84,0.6484,4.126,4.107,64.84,64.84,0.00,0,0,-3.23947,64.84,64.84,0.00,0,0,64.84,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.79,64.77,0.02,8.996,8.999,4.101,4.032,0.007,0.000,0.000,64.84,65,-0.1294,7691,3900.66,3155.80,3050.92,4152.64,1.361,3050.92,0,2,1450,35419,0,1,1,1,36833,3934,1,0,1082351086
112195,8.968,8.980,9.000,9.000,9.000,9.000,0.000,65.05,0.6505,4.127,4.108,65.05,65.05,0.00,0,0,-3.24031,65.05,65.05,0.00,0,0,65.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.07,64.94,0.12,8.980,8.981,4.109,4.198,-0.013,-0.000,0.003,65.05,65,-0.1963,8044,3729.49,3118.04,3050.92,4152.64,1.361,3050.92,0,2,1460,35535,0,1,1,1,36959,2861,1,0,1082354153
112300,8.972,8.977,9.000,9.000,9.000,9.000,0.000,65.10,0.6510,4.129,4.109,65.10,65.10,0.00,0,0,-3.24149,65.10,65.10,0.00,0,0,65.10,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.22,65.08,0.14,8.977,8.978,4.125,4.207,-0.006,-0.001,0.004,65.10,65,-0.0804,7642,3925.67,3150.30,3207.63,4112.35,1.282,3207.63,0,2,1471,35669,0,1,1,1,37103,4274,1,0,1082356007
112400,8.984,8.984,9.000,9.000,9.000,9.000,0.000,65.07,0.6507,4.132,4.111,65.07,65.07,0.00,0,0,-3.24404,65.07,65.07,0.00,0,0,65.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.22,65.13,0.10,8.984,8.984,4.133,4.137,0.000,-0.000,0.002,65.07,65,0.2352,6766,4433.93,3188.84,3207.63,4112.35,1.282,3207.63,0,2,1483,35806,0,1,1,1,37252,1673,1,0,1082358035
112537,8.997,9.001,9.000,9.000,9.000,9.000,0.000,64.87,0.6487,4.127,4.112,64.87,64.87,0.00,0,0,-3.24395,64.87,64.87,0.00,0,0,64.87,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.73,64.74,-0.01,9.002,9.004,4.094,4.022,-0.005,0.000,0.000,64.87,65,-0.1618,6398,4688.97,3198.01,3207.63,4112.35,1.282,3207.63,0,2,1498,36014,0,1,1,1,37475,3741,1,0,1082363489
112638,8.996,8.992,9.000,9.000,9.000,9.000,0.000,64.99,0.6499,4.128,4.113,64.99,64.99,0.00,0,0,-3.24456,64.99,64.99,0.00,0,0,64.99,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.91,64.86,0.05,8.992,8.994,4.103,4.115,0.004,-0.000,0.000,64.99,65,-0.1415,8263,3630.64,3224.09,3320.73,5060.16,1.524,3320.73,0,2,1508,36140,0,1,1,1,37611,2606,1,0,1082366055
112775,9.007,8.998,9.000,9.000,9.000,9.000,0.000,64.94,0.6494,4.127,4.115,64.94,64.94,0.00,0,0,-3.24566,64.94,64.94,0.00,0,0,64.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.87,64.86,0.01,8.998,9.000,4.107,4.064,0.010,0.000,0.000,64.94,65,-0.1762,6399,4688.23,3306.32,3320.73,5060.16,1.524,3320.73,0,2,1524,36320,0,1,1,1,37806,6399,1,0,1082367531
112880,9.005,8.998,9.000,9.000,9.000,9.000,0.000,64.94,0.6494,4.127,4.115,64.94,64.94,0.00,0,0,-3.24598,64.94,64.94,0.00,0,0,64.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.86,64.86,0.01,8.999,9.000,4.105,4.070,0.007,0.000,0.000,64.94,65,-0.2147,7006,4282.04,3311.50,3320.73,5060.16,1.524,3320.73,0,2,1536,36461,0,1,1,1,37959,1473,1,0,1082370912
112981,8.972,8.978,9.000,9.000,9.000,9.000,0.000,65.21,0.6521,4.130,4.116,65.21,65.21,0.00,0,0,-3.24713,65.21,65.21,0.00,0,0,65.21,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.33,65.19,0.14,8.977,8.977,4.132,4.255,-0.007,-0.001,0.004,65.21,65,0.1132,10822,2772.13,3314.82,3320.73,5060.16,1.524,3320.73,0,2,1547,36605,0,1,1,1,38114,3685,1,0,1082372101
113087,9.003,8.997,9.000,9.000,9.000,9.000,0.000,64.98,0.6498,4.129,4.117,64.98,64.98,0.00,0,0,-3.24748,64.98,64.98,0.00,0,0,64.98,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.02,65.01,0.02,8.997,8.998,4.123,4.066,0.006,0.000,0.000,64.98,65,0.1493,8687,3453.44,3292.22,3252.03,4138.95,1.273,3252.03,0,2,1557,36730,0,1,1,1,38248,2991,1,0,1082373474
113226,8.998,9.004,9.000,9.000,9.000,9.000,0.000,64.89,0.6489,4.124,4.117,64.89,64.89,0.00,0,0,-3.24683,64.89,64.89,0.00,0,0,64.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.68,64.71,-0.03,9.005,9.007,4.089,4.052,-0.007,0.000,0.001,64.89,65,-0.2878,9039,3318.95,3285.99,3252.03,4138.95,1.273,3318.95,1,1,1572,36926,0,1,1,1,38459,990,1,0,1082374865
113328,8.994,8.990,9.000,9.000,9.000,9.000,0.000,65.07,0.6507,4.126,4.118,65.07,65.07,0.00,0,0,-3.24757,65.07,65.07,0.00,0,0,65.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.04,64.98,0.06,8.990,8.990,4.112,4.176,0.004,-0.000,0.001,65.07,65,-0.0973,8189,3663.45,3273.77,3252.03,4138.95,1.273,3252.03,0,2,1582,37044,0,1,1,1,38587,3797,1,0,1082376083
113431,8.990,8.991,9.000,9.000,9.000,9.000,0.000,65.06,0.6506,4.127,4.118,65.06,65.06,0.00,0,0,-3.24804,65.06,65.06,0.00,0,0,65.06,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.07,65.02,0.05,8.991,8.992,4.119,4.154,-0.002,-0.000,0.001,65.06,65,0.0033,6209,4831.70,3203.08,3077.42,4103.23,1.333,3077.42,0,2,1594,37179,0,1,1,1,38733,1702,1,0,1082376902
113532,8.994,8.991,9.000,9.000,9.000,9.000,0.000,65.09,0.6509,4.128,4.118,65.09,65.09,0.00,0,0,-3.24872,65.09,65.09,0.00,0,0,65.09,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.17,65.11,0.06,8.991,8.991,4.130,4.150,0.004,-0.000,0.001,65.09,65,0.2189,8079,3713.33,3157.85,3077.42,4103.23,1.333,3077.42,0,2,1605,37312,0,1,1,1,38877,2029,1,0,1082377792
113637,8.976,8.987,9.000,9.000,9.000,9.000,0.000,65.13,0.6513,4.129,4.119,65.13,65.13,0.00,0,0,-3.24911,65.13,65.13,0.00,0,0,65.13,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.21,65.13,0.08,8.987,8.987,4.129,4.187,-0.013,-0.000,0.001,65.13,65,0.3269,7186,4174.78,3128.89,3077.42,4103.23,1.333,3077.42,0,2,1617,37434,0,1,1,1,39011,3923,1,0,1082378832
113737,9.006,9.002,9.000,9.000,9.000,9.000,0.000,64.95,0.6495,4.127,4.119,64.95,64.95,0.00,0,0,-3.24910,64.95,64.95,0.00,0,0,64.95,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.92,64.94,-0.02,9.003,9.004,4.116,4.050,0.004,0.000,0.000,64.95,65,0.2890,6668,4499.10,3110.36,3077.42,4103.23,1.333,3077.42,0,2,1627,37603,0,1,1,1,39190,3783,1,0,1082379814
113842,9.010,9.005,9.000,9.000,9.000,9.000,0.000,64.93,0.6493,4.126,4.120,64.93,64.93,0.00,0,0,-3.24902,64.93,64.93,0.00,0,0,64.93,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.83,64.86,-0.03,9.005,9.007,4.107,4.045,0.006,0.000,0.000,64.93,65,0.2221,6798,4413.06,3162.60,3255.47,4513.26,1.386,3255.47,0,2,1638,37732,0,1,1,1,39329,1666,1,0,1082380684
113942,8.979,8.985,9.000,9.000,9.000,9.000,0.000,65.17,0.6517,4.128,4.120,65.17,65.17,0.00,0,0,-3.24972,65.17,65.17,0.00,0,0,65.17,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.22,65.13,0.09,8.985,8.985,4.126,4.225,-0.007,-0.001,0.002,65.17,65,0.4789,6516,4604.05,3196.03,3255.47,4513.26,1.386,3255.47,0,2,1649,37885,0,1,1,1,39493,4087,1,0,1082381339
114044,8.994,8.994,9.000,9.000,9.000,9.000,0.000,65.09,0.6509,4.130,4.122,65.09,65.09,0.00,0,0,-3.25122,65.09,65.09,0.00,0,0,65.09,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.15,65.11,0.04,8.994,8.994,4.130,4.131,-0.000,-0.000,0.000,65.09,65,0.1668,6756,4440.50,3245.49,3255.47,4513.26,1.386,3255.47,0,2,1659,38025,0,1,1,1,39643,3998,1,0,1082382070
114149,9.012,9.006,9.000,9.000,9.000,9.000,0.000,64.94,0.6494,4.127,4.122,64.94,64.94,0.00,0,0,-3.25102,64.94,64.94,0.00,0,0,64.94,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.87,64.91,-0.04,9.007,9.008,4.113,4.027,0.006,0.000,0.001,64.94,65,0.1310,9397,3192.51,3236.49,3255.47,4513.26,1.386,3192.51,1,1,1669,38203,0,1,1,1,39831,4787,1,0,1082385456
114249,8.990,8.995,9.000,9.000,9.000,9.000,0.000,65.09,0.6509,4.127,4.122,65.09,65.09,0.00,0,0,-3.25120,65.09,65.09,0.00,0,0,65.09,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.05,65.02,0.03,8.995,8.995,4.116,4.151,-0.005,-0.000,0.000,65.09,65,0.2476,7901,3796.99,3198.06,3129.73,4439.85,1.419,3129.73,0,2,1680,38362,0,1,1,1,40000,2868,1,0,1082386102
114353,8.983,8.990,9.000,9.000,9.000,9.000,0.000,65.16,0.6516,4.128,4.123,65.16,65.16,0.00,0,0,-3.25170,65.16,65.16,0.00,0,0,65.16,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.19,65.13,0.06,8.990,8.989,4.127,4.192,-0.008,-0.000,0.001,65.16,66,-0.4662,8750,3428.57,3164.71,3129.73,4439.85,1.419,3129.73,0,2,1690,38505,0,1,1,1,40153,7383,1,0,1082386617
114453,8.981,8.990,9.000,9.000,9.000,9.000,0.000,65.16,0.6516,4.129,4.123,65.16,65.16,0.00,0,0,-3.25202,65.16,65.16,0.00,0,0,65.16,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.22,65.15,0.06,8.990,8.989,4.130,4.187,-0.010,-0.000,0.001,65.16,65,-0.2630,7040,4261.36,3152.12,3129.73,4439.85,1.419,3129.73,0,2,1700,38621,0,1,1,1,40279,5175,1,0,1082387453
114554,9.005,9.002,9.000,9.000,9.000,9.000,0.000,65.01,0.6501,4.128,4.123,65.01,65.01,0.00,0,0,-3.25197,65.01,65.01,0.00,0,0,65.01,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.99,65.00,-0.01,9.002,9.002,4.120,4.073,0.003,0.000,0.000,65.01,65,-0.2024,7505,3997.34,3144.06,3129.73,4439.85,1.419,3129.73,0,2,1710,38754,0,1,1,1,40422,3402,1,0,1082388068
114659,9.019,9.009,9.000,9.000,9.000,9.000,0.000,64.92,0.6492,4.126,4.123,64.92,64.92,0.00,0,0,-3.25173,64.92,64.92,0.00,0,0,64.92,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.81,64.87,-0.06,9.010,9.011,4.109,4.018,0.011,0.000,0.001,64.92,65,-0.2233,7386,4061.74,3107.22,3041.73,4377.12,1.439,3041.73,0,2,1722,38890,0,1,1,1,40569,1745,1,0,1082388612
114760,8.972,8.982,9.000,9.000,9.000,9.000,0.000,65.26,0.6526,4.129,4.123,65.26,65.26,0.00,0,0,-3.25243,65.26,65.26,0.00,0,0,65.26,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.33,65.22,0.11,8.982,8.980,4.132,4.269,-0.012,-0.001,0.003,65.26,65,0.1389,7602,3946.33,3083.65,3041.73,4377.12,1.439,3041.73,0,2,1733,39007,0,1,1,1,40697,8987,1,0,1082388968
114863,8.988,8.989,9.000,9.000,9.000,9.000,0.000,65.19,0.6519,4.131,4.124,65.19,65.19,0.00,0,0,-3.25305,65.19,65.19,0.00,0,0,65.19,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.32,65.26,0.07,8.989,8.988,4.142,4.185,-0.001,-0.000,0.001,65.19,65,0.4995,6757,4439.84,3068.56,3041.73,4377.12,1.439,3041.73,0,2,1744,39129,0,1,1,1,40830,6757,1,0,1082389412
114966,8.998,8.999,9.000,9.000,9.000,9.000,0.000,65.07,0.6507,4.130,4.124,65.07,65.07,0.00,0,0,-3.25308,65.07,65.07,0.00,0,0,65.07,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.12,65.12,0.01,8.999,8.999,4.131,4.097,-0.001,0.000,0.000,65.07,65,-0.3645,6581,4558.58,3118.52,3339.86,4281.87,1.282,3339.86,0,2,1755,39241,0,1,1,1,40953,6008,1,0,1082390125
115066,9.004,9.001,9.000,9.000,9.000,9.000,0.000,65.05,0.6505,4.129,4.124,65.05,65.05,0.00,0,0,-3.25312,65.05,65.05,0.00,0,0,65.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.05,65.05,-0.01,9.001,9.002,4.125,4.085,0.003,0.000,0.000,65.05,65,-0.2227,8639,3472.62,3224.76,3339.86,4281.87,1.282,3472.62,1,1,1764,39384,0,1,1,1,41104,4647,1,0,1082390770
115173,9.010,9.001,9.000,9.000,9.000,9.000,0.000,65.06,0.6506,4.129,4.125,65.06,65.06,0.00,0,0,-3.25336,65.06,65.06,0.00,0,0,65.06,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.06,65.06,-0.01,9.001,9.002,4.126,4.086,0.010,0.000,0.000,65.06,65,0.0049,6331,4738.59,3266.20,3339.86,4281.87,1.282,3339.86,0,2,1777,39511,0,1,1,1,41244,6298,1,0,1082391311
115273,9.003,8.997,9.000,9.000,9.000,9.000,0.000,65.11,0.6511,4.130,4.125,65.11,65.11,0.00,0,0,-3.25371,65.11,65.11,0.00,0,0,65.11,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.14,65.13,0.02,8.997,8.998,4.130,4.120,0.006,0.000,0.000,65.11,65,0.2904,7231,4148.80,3308.10,3339.86,4281.87,1.282,3339.86,0,2,1787,39662,0,1,1,1,41405,6854,1,0,1082391857
115375,8.997,9.001,9.000,9.000,9.000,9.000,0.000,65.05,0.6505,4.129,4.125,65.05,65.05,0.00,0,0,-3.25349,65.05,65.05,0.00,0,0,65.05,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.00,65.01,-0.01,9.002,9.003,4.118,4.096,-0.005,0.000,0.000,65.05,65,0.3419,8563,3503.45,3170.18,2924.98,3656.23,1.250,2924.98,0,2,1796,39798,0,1,1,1,41549,5146,1,0,1082392439
115481,9.018,9.014,9.000,9.000,9.000,9.000,0.000,64.89,0.6489,4.125,4.125,64.89,64.89,0.00,0,0,-3.25278,64.89,64.89,0.00,0,0,64.89,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.68,64.76,-0.09,9.014,9.017,4.096,4.001,0.004,0.001,0.003,64.89,65,0.1815,6583,4557.19,3081.91,2924.98,3656.23,1.250,2924.98,0,2,1808,39939,0,1,1,1,41702,1246,1,0,1082392812
115582,9.009,9.003,9.000,9.000,9.000,9.000,0.000,65.02,0.6502,4.125,4.125,65.02,65.02,0.00,0,0,-3.25276,65.02,65.02,0.00,0,0,65.02,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.87,64.89,-0.02,9.004,9.005,4.104,4.106,0.006,0.000,0.000,65.02,65,0.2868,6822,4397.54,3025.42,2924.98,3656.23,1.250,2924.98,0,2,1818,40084,0,1,1,1,41857,641,1,0,1082392837
115687,9.000,8.997,9.000,9.000,9.000,9.000,0.000,65.10,0.6510,4.126,4.125,65.10,65.10,0.00,0,0,-3.25306,65.10,65.10,0.00,0,0,65.10,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.06,65.04,0.02,8.997,8.997,4.119,4.157,0.003,-0.000,0.000,65.10,66,-0.4764,11878,2525.68,3030.33,3130.35,4230.20,1.351,3130.35,0,2,1828,40205,0,1,1,1,41988,3995,1,0,1082392777
115787,8.988,8.997,9.000,9.000,9.000,9.000,0.000,65.09,0.6509,4.125,4.125,65.09,65.09,0.00,0,0,-3.25295,65.09,65.09,0.00,0,0,65.09,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.05,65.03,0.02,8.997,8.997,4.118,4.157,-0.010,-0.000,0.000,65.09,65,-0.4035,9498,3158.56,3071.98,3130.35,4230.20,1.351,3158.56,1,1,1838,40353,0,1,1,1,42145,2806,1,0,1082392838
